age,gender,country,level_education,job,programming_experience,programming_languages,programming_language_learning_first,computing_platform,used_TPU,used_ml_methods,primary_tool_analyze_data,salary
18-21,Man,Pakistan,Bachelor’s degree,Data Scientist,3-5 years,Python,C++,A personal computer / desktop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
18-21,Man,Pakistan,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,Python,Java,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Man,Ukraine,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Once,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 years,Python,Java,A laptop,Never,I do not use machine learning methods,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Woman,Other,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,2-5 times,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","1,000-1,999"
18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
18-21,Woman,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Once,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
18-21,Man,India,Master’s degree,Data Scientist,1-3 years,Python,C,A personal computer / desktop,2-5 times,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
18-21,Man,India,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,6-25 times,1-2 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","20,000-24,999"
18-21,Prefer not to say,China,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
18-21,Man,Pakistan,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","1,000-1,999"
18-21,Man,China,Bachelor’s degree,Data Scientist,1-3 years,Python,C,A personal computer / desktop,Never,1-2 years,"Advanced statistical software (SPSS, SAS, etc.)",$0-999
18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Woman,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,2-5 times,I do not use machine learning methods,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",$0-999
18-21,Man,Morocco,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,I do not use machine learning methods,"Advanced statistical software (SPSS, SAS, etc.)",$0-999
18-21,Man,Pakistan,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Man,Bangladesh,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Woman,Indonesia,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
18-21,Man,Brazil,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
18-21,Woman,China,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","7,500-9,999"
18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,2-5 times,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
22-24,Man,Kazakhstan,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","10,000-14,999"
22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years,Python,Bash,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,2-3 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","40,000-49,999"
22-24,Prefer not to say,India,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,6-25 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","5,000-7,499"
22-24,Woman,Indonesia,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
22-24,Man,Poland,Master’s degree,Data Scientist,1-3 years,Python,C++,A laptop,Never,Under 1 year,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,6-25 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","4,000-4,999"
22-24,Woman,India,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","5,000-7,499"
22-24,Man,Poland,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,Nigeria,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Once,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
22-24,Man,France,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
22-24,Man,United States of America,Master’s degree,Data Scientist,1-3 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,1-2 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","150,000-199,999"
22-24,Man,India,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
22-24,Woman,Malaysia,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
22-24,Man,Spain,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","25,000-29,999"
22-24,Man,India,Master’s degree,Data Scientist,5-10 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",2-5 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","15,000-19,999"
22-24,Man,Other,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
22-24,Woman,Tunisia,Doctoral degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,I do not use machine learning methods,"Local development environments (RStudio, JupyterLab, etc.)","300,000-499,999"
22-24,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,I do not use machine learning methods,"Advanced statistical software (SPSS, SAS, etc.)",$0-999
22-24,Man,United States of America,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
22-24,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,I do not use machine learning methods,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,United States of America,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,6-25 times,1-2 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","60,000-69,999"
22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",$0-999
22-24,Man,Taiwan,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Once,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","2,000-2,999"
22-24,Man,India,No formal education past high school,Data Scientist,1-3 years,Python,Javascript,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
22-24,Man,India,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,6-25 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
22-24,Man,India,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
22-24,Man,Poland,Master’s degree,Data Scientist,3-5 years,Python,R,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
22-24,Woman,China,Master’s degree,Data Scientist,< 1 years,Python,SQL,A personal computer / desktop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","10,000-14,999"
22-24,Man,Australia,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,2-5 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
22-24,Woman,Indonesia,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
22-24,Man,Morocco,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Once,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","30,000-39,999"
22-24,Man,Russia,I prefer not to answer,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
22-24,Man,India,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","10,000-14,999"
22-24,Woman,Pakistan,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
22-24,Man,Egypt,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,Egypt,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,Pakistan,I prefer not to answer,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",$0-999
22-24,Man,Nepal,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","1,000-1,999"
22-24,Man,Poland,Master’s degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,Once,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
22-24,Man,Australia,Master’s degree,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,SQL,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","20,000-24,999"
22-24,Man,Other,Master’s degree,Data Scientist,3-5 years,Python,R,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,More than 25 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",2-5 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","4,000-4,999"
22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",2-5 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
22-24,Man,Germany,Master’s degree,Data Scientist,1-3 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
22-24,Man,Bangladesh,Master’s degree,Data Scientist,1-3 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",6-25 times,2-3 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",$0-999
22-24,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
22-24,Man,Australia,Bachelor’s degree,Data Scientist,5-10 years,Python,R,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
